"filename","content"
"2404.00822v2.pdf","Acknowledgements

The author acknowledges fruitful discussions with Norval Strachan, Ovidiu Rotariu and Ken Forbes as well as funding support from a Medical Research Council Fellowship (MR/W021455/1)."
"2404.00822v2.pdf","diverse forms of heterogeneity is of significant scientific interest, but it also presents considerable challenges. For instance, consider the prediction of Theorem 2.2, which suggests that the infection probability of a host is minimal for doses with homogeneous infectivity. Strictly speaking, testing this would require a counterfactual approach [42], where the probability of a host being infected by a dose with homogeneous infectivity is compared with the probability of the same host being infected by heterogeneous doses with the same mean infectivity. However, ensuring consistent hosts across different experiments poses challenges, as hosts may change over time or differ between tests. Using very similar hosts might mitigate this issue.

Even if confounding associated with host differences is addressed, significant challenges remain regarding microbial heterogeneity and dose variability. Accurately quantifying and controlling the infectivity of microbial populations is inherently difficult. Furthermore, variations in dose delivery methods, host responses, and environmental factors can introduce additional variability, complicating the interpretation of results."
"2404.00822v2.pdf","The last results section has proposed a within-host microbial growth model with randomly distributed reproductive ratio within a host. An example of this model has been presented, utilising the effective microbial death rate as a parameter, which essentially acts as the inverse of the reproductive ratio. The model provides interesting predictions: near-uniform infectivity is anticipated when either the mean or variance of the microbial death rate is small. Conversely, systems characterised by substantial mean and variance in the effective death rate will exhibit heterogeneous infectivity. Furthermore, this model offers a biological interpretation for the parameters of the beta-Poisson dose-response model (referred to as Example C ′ 1 within the framework presented here). Specifically, it has been found that both α and β decrease with increasing heterogeneity in the effective microbial death rate. In contrast, both α and β increase when increasing the expectation of the effective microbial death rate.

Exploring experimental validations to assess the anticipated impacts of"
"2404.00822v2.pdf","Heterogeneity of type III, associated with variations in dose size among hosts, has similarly been demonstrated to reduce the expected probability of infection. Theorem 4.1 establishes this result in the limit of small infectivity. Specific examples of models show that an increase of the expected probability of infection with the variance of the dose holds for any mean infectivity (summarised in Proposition 4.3). Once again, this indicates a mild role played by the required small infectivity to probe Theorem 4.1."
"2404.00822v2.pdf","The presence of heterogeneity of type II, where microbial infectivity varies across hosts, has been demonstrated to reduce the expected probability of infection. General results have been given for microbial populations with small infectivity (Theorem 4.1). Moreover, the ubiquitous flattening of the dose-response curve observed in experiments has also been shown to be associated with an increase in the variance of infectivity. The validity of these results has been illustrated with several models which assume random infectivity between hosts. Across these models, the expected probability of infection decreases when increasing the heterogeneity of infectivity regardless of the infectivity expectation, as summarised in Proposition 4.5 (cf. P ( A ) and P ( C 1 ) ). This suggests that the small infectivity limit required in Theorem 4.1 may not be overly restrictive. Investigating a more general theorem which relaxes this condition might be interesting."
"2404.00822v2.pdf","6. Conclusion

This work has delved into the impact of variation in dose and microbial infectivity on infection probability within the framework of single-hit doseresponse models. It has been rigorously shown that heterogeneity in the infectivity of microbial populations ingested by a host enhances the chances of infection (heterogeneity of type I, Theorem 2.2). This finding should be differentiated from the observation that the expected probability of infection solely depends on the mean infectivity, µ m (Sec. 4.3). In essence, the expected

probability represents the average infection likelihood across a group of hosts exposed to doses with heterogeneous infectivity, rather than the infection probability of an individual."
"2404.00822v2.pdf","Regions characterised by low infectivity variance, v x , are evident in regimes (i) and (vi), visible as dark areas in Fig. 7(b). In these contexts, models featuring homogeneous infectivity (such as type A and A ′ ) can offer a reasonable description of the expected probability of infection. In regime (i), the low infectivity variance region corresponds to situations with high mean infectivity, which forces the maximum infectivity variance v max ( µ x ) to be small (see Eq. (34)). Conversily, regime (iv) corresponds to systems characterised by relatively homogeneous infectivity, irrespectively of the mean infectivity.

Elevated values of v x manifest along a ridge situated within regime (i), where neither µ λ nor v λ are negligible. This observation implies that systems characterised by both substantial expectation and variance in effective mortality are more effectively characterised by models of type C and C ′ , which incorporate variability in infectivity."
"2404.00822v2.pdf","v x = ( ˆ α 2 + ˆ α ) ˆ β -( ˆ α 1 + ˆ α ) 2 ˆ β = ( µ λ µ λ +2 v λ ) µ 2 λ /v λ -( µ λ µ λ + v λ ) 2 µ 2 λ /v λ . (62)

As expected, the mean infectivity of the microbe, µ x , decreases with µ λ (see the contour levels in Fig. 7(a)), i.e. higher mortality of the microbe leads to lower infectivity. Conversely, there is a positive association between µ x and v λ , indicating that greater variability in microbe mortality tends to enhance infectivity on average. This enhanced infectivity in populations with heterogeneous mortality rates is likely driven by microbes with lower-thanaverage λ , which survive longer and are more likely to infect the host than microbes in a homogeneous population with the same mean mortality µ λ ."
"2404.00822v2.pdf","Eq. (60) shows that ˆ β is the square of the inverse of the coefficient of variation of λ (CV λ = v 1 / 2 λ /µ λ ). Accordingly, ˆ β (and approximately β ) also decreases with increasing heterogeneity in λ .

Regime (i) - Highly heterogeneous infectivity: It is observed for any mean effective mortality rate µ λ > 0 provided the effective mortality variance is high enough, v λ > max { µ λ , µ 2 λ } (see the boundaries marked with continuous and dotted lines in Fig. 7).
Regime (ii) - High infectivity with intermediate heterogeneity: This corresponds to low microbe mortality, µ λ < 1, and intermediate effective mortality variance, µ 2 λ < v λ < µ λ .
Regime (iii) - Low infectivity with intermediate heterogeneity: It corresponds to situations with relatively high effective mortality, µ λ > 1 and intermediate variance, µ λ < v λ < µ 2 λ .
Regime (iv) - Low heterogeneity: This regime is observed for any µ λ > 0, provided the effective mortality variance is below a certain level, i.e. for v λ < min { µ λ , µ 2 λ } .

The expectation and variance of the infectivity can be calculated from

Eq. (57) and expressed as a function of µ λ and v λ as follows:

µ x = ( ˆ α 1 + ˆ α ) ˆ β = ( µ λ µ λ + v λ ) µ 2 λ /v λ , (61)"
"2404.00822v2.pdf","These identities can also be used as approximate relations between the moments of the effective microbe mortality and the parameters of the beta distribution used in models C , C ′ 1 and C ′ 2 . Indeed, the ExpGamma(ˆ α, ˆ β ) distribution reduces to the Beta( α, β ) distribution with α = ˆ α and β = ˆ β for x close to 1. This directly follows from the comparison of Eqs. (31) and (58) for x ↗ 1 which yields -ln x /similarequal (1 -x ). Fig. 3 shows the similarity of the PDFs ρ h ( x ; ˆ α, ˆ β ) and ρ ( C 1 ) h ( x ; α, β ) (Eq. (31)) for examples with α = ˆ α and β = ˆ β .

Eq. (59) shows that ˆ α is the inverse of the relative variance of λ (RV λ = v λ /µ λ ), meaning that it decreases as the microbe mortality becomes more heterogeneous between hosts. This approximately applies to the coefficient α of the beta distribution.

Fig. 3 graphically demonstrates that the dependence of ρ h ( x ; ˆ α, ˆ β ) on x falls into four different regimes which are analogous to those defined for ρ ( C 1 ) h ( x ; α, β ) in Sec. 4.4.1. The regions of each regime in the space ( µ λ , v λ ) are defined as follows:"
"2404.00822v2.pdf","The parameter λ can be interpreted as an effective microbial death rate since the chances for a microbe to grow decrease for increasing λ .

Since λ > 0, it is reasonable to assume that its value is drawn from a gamma distribution with PDF

ρ ξ ( ξ h ; ξ ′ ) = ρ ξ ( λ ; ˆ α, ˆ β ) = ˆ α ˆ β Γ( ˆ β ) λ ˆ β -1 e -ˆ βλ , (57)

where ˆ α and ˆ β are the rate and shape parameters, respectively.

Introducing now Eqs. (56) and (57) into Eq. (57) leads to the following PDF for the infectivity:

ρ h ( x ; ˆ α, ˆ β ) = ˆ α ˆ β Γ( ˆ β ) ( -ln x ) ˆ β -1 x ˆ α -1 . (58)

This PDF does not seem to correspond to any well-known probability distribution. It will be referred to as the exponential gamma distribution (denoted as x ∼ ExpGamma(ˆ α, ˆ β )) since it corresponds to a random variable x whose exponential is gamma distributed.

The influence on infectivity of randomness in the effective microbe mortality λ can be elucidated by expressing the parameters ˆ α and ˆ β in terms of the mean and variance of the effective death rate, µ λ and v λ , as follows:

ˆ α = µ λ v λ (59)

ˆ β = µ 2 λ v λ . (60)"
"2404.00822v2.pdf","of a randomly chosen microbe within host h is the probability that R i,h > 1:

x h = f ( ξ h ) ≡ ∫ ∞ 1 ρ R ( R ; ξ h )d R . (53)

The variability of infectivity between hosts is described by assuming that the parameters ξ h are random variables with joint PDF ρ ξ ( ξ h ; ξ ′ ). Here, ξ ′ are parameters for the PDF of ξ h . Under this assumption, the probability density function for the infectivity within a randomly chosen host is given by [33]:

ρ h ( x ; ξ ′ ) = ∫ supp( ξ h ) d ξ h ρ ξ ( ξ h ; ξ ′ ) δ ( f ( ξ h ) -x ) , (54)

where supp( ξ h ) is the support of the distribution of ξ h and δ ( · ) is the Dirac delta function.

In the particular case in which the PDF for R involves a single parameter λ (i.e. ξ h = λ ), Eq. (54) reduces to

ρ h ( x ; ξ ′ ) = ∣ ∣ ∣ d f -1 ( x ) d x ∣ ∣ ∣ ρ ξ ( λ = f -1 ( x ); ξ ′ ) . (55)

∣ ∣ 5.0.2. Example: Linking heterogeneous infectivity and microbial birth and death

If the basic reproductive ratio is exponentially distributed with rate parameter λ , Eq. (53) yields an infectivity

x = ∫ ∞ 1 λe -λR d R = e -λ ≡ f ( λ ) . (56)"
"2404.00822v2.pdf","Inspired by compartmental models of infection dynamics within a host, it is assumed that infection occurs if the microbial reproduction number within the host, R , satisfies R > 1 [37, 38, 39]. Conversely, if R < 1, the infection fails to establish. For instance, in a minimal within-host model, microbial dynamics can be described by a simple growth mechanism where microbes infect cells at rate β and die at rate δ [40, 41]. At the early stages of infection, the microbial population N is assumed to obey the equation d N/ d t = ( β -δ ) N . A necessary condition for infection to occur is R = β/δ > 1, meaning each microbe produces more than one offspring on average during its average lifetime, 1 /δ . In contrast, a microbial population dies out when R < 1. While more complex within-host models incorporate additional parameters, the fundamental infection criterion R > 1 remains broadly applicable [37, 38, 39].

5.0.1. General formulation of the model

Between-host heterogeneity is modelled by assuming that the basic reproductive ratio R i,h of a microbe i in host h is a random variable with PDF ρ R ( R i,h ; ξ h ), where ξ h is a set of host-dependent parameters. The infectivity"
"2404.00822v2.pdf","The second inequality stems from the non-convexity of P ( C 1 ) ( µ x , v x , n ) with respect to n . Applying Jensen's inequality, leads to P ( C 1 ) ( µ x , v x , E n ( n )) ≥ E n ( P ( C 1 ) ( µ x , v x , n )). This reduces to P ( C 1 ) ( µ x , v x , µ n ) ≥ P ( C ′ 1 ) ( µ x , v x , µ n ) using µ n = E n ( n ) and P ( C ′ 1 ) ( µ x , v x , µ n ) = E n ( P ( C 1 ) ( µ x , v x , n )) (cf. Eq. (46)).

The third inequality follows from the Corollaries 4.2.1 and 4.2.2.

Fig. 6 illustrates the inequalities given in Eq. (52) for fixed v x , µ n and v n and variable µ x .

5. A model for microbial infection with random infectivity

This section provides a biologically explicit interpretation of single-hit dose-response models of type C , which account for variations in pathogen infectivity across different hosts. Between-host heterogeneity in infectivity is assumed to arise from biological factors that influence the ability of microbes to establish an infection. In line with Assumption 1 in the introduction, the proposed framework allows for infection to be initiated by a single microbe but specifically considers cases where microbial growth is essential for infection establishment."
"2404.00822v2.pdf","The following result establishes a hierarchy for the expected probability of infection predicted by model A and all models with heterogeneous infectivity of types C and C ′ . This highlights the fact that increasing heterogeneity in infectivity and dose leads to a decrease of the expected probability of infection.

Proposition 4.5. The following inequalities hold for any infectivity and dose distribution parameters µ x , v x , µ n and v n :

P ( A ) ( µ x , µ n ) ≥ P ( C 1 ) ( µ x , v x , µ n ) ≥ P ( C ′ 1 ) ( µ x , v x , µ n ) ≥ P ( C ′ 2 ) ( µ x , v x , µ n , v n ) . (52)

Proof. The first inequality arises from the non-convex nature of P ( A ) ( x, µ n ) with respect to x . Jensen's inequality implies that P ( A ) (E x ( x ) , µ n ) ≥ E x ( P ( A ) ( x, µ n )). This equivalently yields P ( A ) ( µ x , µ n ) ≥ P ( C 1 ) ( µ x , v x , µ n ) since µ x = E x ( x ) and P ( C 1 ) ( µ x , v x , µ n ) can be expressed as E x ( P ( A ) ( x, µ n )) through Eq. (30)."
"2404.00822v2.pdf","P ( C ′ 2 ) ( α, β, r, p ) = 1 -2 F 1 ( r, β, α + β, 1 -p ) p r , (50)

where 2 F 1 is the Gaussian hypergeometric function [36].

The following Corollaries about the dependence of model C ′ 2 on the variability of the dose follow from the results presented in Sec. 4.2.2 for model A ′ 2 .

Corollary 4.2.1. The expected infection probability of model C ′ 2 reduces to that of model C ′ 1 when the variance of the dose approaches the mean from above (i.e. in the limit v n ↘ µ n ).

Proof. Expressing the expected probability of infection for model C ′ 2 as

P ( C ′ 2 ) ( α, β, r, p ) = ∫ 1 0 P ( A ′ 2 ) ( x, r, p ) ρ ( C 1 ) h ( x ; α, β )d x , (51)

the corollary easily follows from Proposition 4.1.

Corollary 4.2.2. For a fixed mean dose, the expected probability of infection of model C ′ 2 is a decreasing function of the dose variance.

Proof. This is a straightforward consequence of Proposition 4.2 when P ( C ′ 2 ) ( α, β, r, p ) is expressed as in Eq. (51)."
"2404.00822v2.pdf","to previous demonstrations expressing P ( ˜ C 1 ′ ) as a function of α and the median dose [8], it is essential to highlight a crucial distinction. Proposition 4.4 elucidates the decline in the slope of P ( ˜ C 1 ′ ) with increasing v x while holding µ x constant. Such delineation between the variance and mean of infectivity cannot be achieved by parameterising P ( ˜ C 1 ′ ) in terms of α and the median dose.

Despite the formal similarity between Eqs. (40) and (49) and the fact that both are valid in the limit of low and relatively homogeneous infectivity, P ( ˜ C 1 ′ ) does not result by using P ( ˜ C 1 ) and the Poisson probability mass function in Eq. (46). Irrespective of that, the deviations of P ( ˜ C 1 ′ ) from the exact probability P ( C ′ 1 ) are analogous to those described in Sec. 4.4.1 for P ( ˜ C 1 ) compared to P ( C 1 ) .

4.5.2. Example C ′ 2 : Beta-distributed infectivity and negative binomial dose distribution

This model assumes a negative binomial distribution for the dose, n h ∼ NB( r, p ). It can be viewed as an extension of model A ′ 2 (Sec. 4.2.2) to incorporate a beta-distributed infectivity. Setting P ( A ′ ) ( x, ξ ) = P ( A ′ 2 ) ( x, r, p ) in Eq. (47) gives the probability of infection [35],"
"2404.00822v2.pdf","4.5.1. Example C ′ 1 : Beta-distributed infectivity and Poisson-distributed dose Here, it is assumed that the dose is n h ∼ Pois( µ n ) so that model C ′ 1 can be interpreted as an extension of model A ′ 1 (Sec. 4.2.1) to include a betadistributed infectivity. Using Eq. (18) to set P ( A ′ ) ( x, ξ ) = P ( A ′ 1 ) ( x, µ n ) in Eq. (47) leads to the following expected probability of infection:

P ( C ′ 1 ) ( α, β, µ n ) = 1 -1 F 1 ( α, α + β, -µ n ) . (48)

Here, 1 F 1 is the Kummer confluent function [36]. Eq. (48) is the exact beta-Poisson model proposed by Furumoto and Mickey [16]. In the same work, the authors derived the beta-Poisson approximation,

P ( C ′ 1 ) ( α, β, µ n ) /similarequal P ( ˜ C 1 ′ ) ( α, β, µ n ) ≡ 1 -( 1 + µ n β ) -α , (49)

which is valid for β /greatermuch α and β /greatermuch 1, i.e. for µ x /lessmuch 1 and v x /lessmuch µ x (cf. Eq. (33)).

The functional relationship between P ( ˜ C 1 ′ ) and µ n mirrors that of P ( ˜ C 1 ) and n (compare Eqs. (49) and (40)). Consequently, Proposition 4.4, established for model C 1 , directly extends to model C ′ 1 through the expression of the median dose in terms of µ n . While this proposition may bear resemblance"
"2404.00822v2.pdf","4.5. Models of type C ′ : Between-host heterogeneous infectivity and dose

Models of type C ′ incorporate the three types of heterogeneity described in Fig. 1. These models can either be regarded as extensions of models of type A ′ to incorporate heterogeneities of type I and II or extensions of models of type C to account for type III heterogeneity. Following this, the expected probability of infection for models of type C ′ can be calculated in several

equivalent ways:

P ( C ′ ) ( ξ , ξ C ) = ∑ n =1 p d ( n ; ξ ) ∫ 1 0 P ( A ) ( x, n ) ρ h ( x ; ξ C )d x , (45) = ∞ ∑ n =1 P ( C ) ( n, ξ C ) p d ( n ; ξ ) , (46) = ∫ 1 0 P ( A ′ ) ( x, ξ ) ρ h ( x ; ξ C )d x . (47)

∞

The general results for the expected probability of infection in the limit of small infectivity presented in Sec. 4.1 directly apply to models of type C ′ .

The next subsections present two models of type C ′ that have been proposed in previous works. Both assume beta-distributed infectivity (i.e., PDF given by Eq. (31)). As a consequence, both examples will exhibit the four regimes described in Sec. 4.4.1."
"2404.00822v2.pdf","Comparing the continuous and dashed lines in Fig. (5)(b) reveals that P ( ˜ C 1 ) offers a better approximation to P ( C 1 ) for small values of v x and µ x (compare the good agreement between the curves for small v x with the poorer agreement between the black curves for small v x ). In the limit of vanishing variance, the approximate probability approaches the value

lim v x ↘ 0 P ( ˜ C 1 ) = 1 -e -nµ x / (1 -µ x ) . (44)

This approximate value exceeds the exact probability P ( C 1 ) (see Eq. (38)) since e -µ x / (1 -µ x ) > 1 -µ x for any µ x ∈ (0 , 1).

Fig. (5)(b) also shows that the deviation of P ( ˜ C 1 ) from P ( C 1 ) worsens as v x increases. For given µ x , this deviation is more pronounced when v x approaches the maximal variance, v max ( µ x ). In such cases, P ( ˜ C 1 ) approaches zero and significantly deviates from the corresponding limit for P ( C 1 ) given by Eq. (39)."
"2404.00822v2.pdf","The median infectious dose corresponding to P ( ˜ C 1 ) = 1 / 2 is n 50 = β (2 1 /α -1) and this yields the following slope for the infection curve:

d P ( ˜ C 1 ) d n ∣ ∣ ∣ ∣ n = n 50 = α β 2 1 -1 /α . (41)

∣ Expressing the slope as a function of µ x and v x through Eqs. (33) and taking the binary logarithm gives

log 2 d P ( ˜ C 1 ) d n ∣ ∣ ∣ ∣ ∣ n = n 50 = f ( ˜ C 1 ) ( µ x , v x ) ≡ 1 + log 2 µ x 1 -µ x -v x µ x ( µ x (1 -µ x ) -v x ) . (42) Differentiating the logarithmic slope with respect to v x yields

∂f ( ˜ C 1 ) ( µ x , v x ) ∂v x = -(1 -µ x ) ( v x -µ x (1 -µ x )) 2 < 0 , (43)

which proves the proposition.

The approximate probability of infection P ( ˜ C 1 ) derived in the proof of Proposition 4.4 approaches zero at the boundaries µ ± x ( v x ) for the infectivity (see the dashed curves in Fig. (5)(a)). This significantly deviates from the behaviour of the exact probability P ( C 1 ) given by Eq. (5). This failure of the approximation is expected: On the one hand, the necessary condition µ x /lessmuch 1 for P ( ˜ C 1 ) to approximate P ( C 1 ) is not satisfied when µ x ↗ µ + x . On the other hand, the condition v x /lessmuch µ x is violated when µ x ↘ µ -x ."
"2404.00822v2.pdf","i.e. model A is recovered. In the limit of high variance, one can use Euler's infinite product formula for 1 / Γ( z ) [36] to show that

lim v x ↗ v max ( µ x ) P ( C 1 ) = µ x . (39)

This is graphically illustrated by the examples in Fig. 5(b) which show that the curves of P ( C 1 ) vs. v x end at the dotted line corresponding to v x ↗ v max ( µ x ).

The validity of Corollary 4.1.1 for model C 1 can be analytically studied for small and relatively homogeneous infectivity, as shown in Proposition 4.4.

Proposition 4.4. If the infectivity distribution satisfies µ x /lessmuch 1 and v x /lessmuch µ x , the slope of P ( C 1 ) ( α, β, n ) evaluated at the median dose decreases when increasing v x .

Proof. From Eq. (33), the conditions µ x /lessmuch 1 and v x /lessmuch µ x correspond to β /greatermuch α and β /greatermuch 1. Under these conditions, Stirling's formula for the gamma function, Γ( z ) ∼ e -z z z -1 / 2 √ 2 π , allows P ( C 1 ) to be approximated as

P ( C 1 ) ( α, β, n ) /similarequal P ( ˜ C 1 ) ( α, β, n ) ≡ 1 -( 1 + n β ) -α . (40)"
"2404.00822v2.pdf","In contrast, for sufficiently high values of µ x , P ( C 1 ) decreases. This might appear counterintuitive at first glance. However, this decrease is a consequence of keeping v x fixed. Indeed, when µ x becomes large enough, the system enters regime (i) for any v x > 0 (refer to Fig. 4). In this regime, the divergence of ρ ( C 1 ) h ( x ; α, β ) becomes increasingly pronounced at both x = 0 and x = 1 as µ x increases. The prominence of divergence at x = 0 is essential for maintaining the fixed value of v x . In more qualitative terms, as the mean infectivity increases, the likelihood of microbes having either high or low infectivity also rises.

The graphical representation of P ( C 1 ) vs. v x suggests that P ( C 1 ) monotonically decreases with increasing v x for any n and µ x (see the examples for two values of µ x shown by the continuous curves in Fig. 5(b)). The general decrease of P ( C 1 ) with v x predicted for small infectivities in Theorem 4.1 seems to hold for any mean infectivity in this example. In the limit of small variance for the infectivity,

lim v x ↘ 0 P ( C 1 ) = 1 -(1 -µ x ) n , (38)"
"2404.00822v2.pdf","A fully analytical study of the trends of the probability of infection P ( C 1 ) when varying µ x and v x is challenging and a graphical analysis will be presented instead. The continuous lines in Fig. 5(a) show the dependence of P ( C 1 ) on the mean infectivity for two values of the variance. For given v x , the condition (34) implies that P ( C 1 ) is only defined for µ x ∈ ( µ -x , µ + x ), where

µ ± x ( v x ) = (1 ± √ 1 -4 v x ) / 2 . (36)

At the boundaries µ ± x , the probability of infection satisfies

lim µ x → µ ± x P ( C 1 ) = µ ± x . (37)

Consequently, the endpoints of the curves for P ( C 1 ) versus µ x lie along a diagonal line with a slope of 1 in the ( µ x , P ( C 1 ) ) space (as indicated by the dotted line in Fig. 5(a)). When µ x takes relatively small values, the probability P ( C 1 ) increases with µ x for any fixed value of v x . This behavior aligns with our expectations based on Theorem 4.1, specifically Eq. (15) with v n = 0."
"2404.00822v2.pdf","Regime (ii) - High infectivity with intermediate heterogeneity: α > 1 and β < 1. The PDF ρ ( C 1 ) h is zero at x = 0 and monotonically increases with increasing x to exhibit a divergence at x = 1 (see Fig. 3(b)). The mean infectivity takes high values, µ x ∈ (1 / 2 , 1), and the variance takes intermediate values, v x ∈ ( b 2 ( µ x ) , b 1 ( µ x )) (Fig. 4).
Regime (iii) - Low infectivity with intermediate heterogeneity: α < 1 and β > 1. This regime is complementary to regime (ii) in the sense that ρ ( C 1 ) h diverges at x = 0 and monotonically decreases with increasing x until ρ ( C 1 ) h = 0 is reached at x = 1 (see Fig. 3(c)). This regime corresponds to situations with relatively small mean infectivity, µ x ∈ (0 , 1 / 2), and intermediate values of the variance, v x ∈ ( b 1 ( µ x ) , b 2 ( µ x )).
Regime (iv) - Low heterogeneity: α > 1 and β > 1. In this regime, ρ ( C 1 ) h is zero for x = 0 , 1 and takes positive values for any x ∈ (0 , 1) (see Fig. 3(d)). The mean infectivity can take any admissible value, µ x ∈ (0 , 1), and the variance takes low values, v x ∈ (0 , min { b 1 ( µ x ) , b 2 ( µ x ) } ).

In all regimes, the proportion of hosts at high risk of infection increases for decreasing β and increasing α ."
"2404.00822v2.pdf","Regime (i) - Highly heterogeneous infectivity: This regime corresponds to α, β < 1. The infectivity PDF ρ ( C 1 ) h diverges for x = 0 and x = 1 (see Fig. 3(a)). This describes populations of hosts that tend to have a bimodal distribution of infectivities: The microbe can be highly infective for some hosts whereas it tends to be harmless for others. The relative proportion of hosts at risk of infection is larger when β < α as this makes the divergence of ρ ( C 1 ) h at x = 1 dominant over the one at x = 0.

In this regime, µ x ∈ (0 , 1) and the variance takes relatively high values, v x ∈ (max { b 1 ( µ x ) , b 2 ( µ x ) } , v max ( µ x )) (see Fig. 4). Here,

b 1 ( µ x ) ≡ µ 2 x (1 -µ x ) 1 + µ x , b 2 ( µ x ) ≡ µ x (1 -µ x ) 2 2 -µ x , (35)

are boundary functions for v x corresponding to the conditions α = 1 and β = 1 (derived from Eqs. (33)). It is important to note that regime (i) is described as a high heterogeneity regime since it allows the largest possible values of the variance v max for given µ x . However, this does not imply that v x will necessarily take large values since, for instance, v max ( µ x ) tends to zero for µ x → 0 or µ x → 1."
"2404.00822v2.pdf","Introducing the PDF from Eq. (31) into Eq. (30), yields an expected probability of infection

P ( C 1 ) ( α, β, n ) = 1 -Γ( α + β )Γ( n + β ) Γ( β )Γ( n + α + β ) . (32)

Expressing ρ ( C 1 ) h ( x ; α, β ) and P ( C 1 ) ( α, β, n ) in terms of α and β is typical in dose-response studies assuming a beta-distributed infectivity. To understand the impact of heterogeneity, however, it is useful to express α and β as a function of the expected value, µ x , and variance, v x , of the infectivity as follows:

α = µ x ( µ x (1 -µ x ) v x -1 ) , β = (1 -µ x ) ( µ x (1 -µ x ) v x -1 ) . (33)

Note that the conditions α, β > 0 impose an upper bound for the variance:

v x < v max ( µ x ) ≡ µ x (1 -µ x ) . (34)

In particular, this implies an absolute upper bound for the variance: v x < 1 / 4.

Four regimes can be defined in terms of the dependence of ρ ( C 1 ) h ( x ; α, β ) on x (see Fig. 3). The regimes depend on whether each of the parameters α and β is larger or smaller than one:"
"2404.00822v2.pdf","An alternative family of models of type C could be defined by assuming that the parameters of the distribution of infectivity within hosts, ξ B , vary across different hosts instead of assuming a variation of x h . A formulation along these lines will be used in Sec. 5 to establish a link between singlehit dose-response models and microbial growth processes. From a practical viewpoint, however, assuming that the infectivity is a random variable as in Eq. (30) has proven useful for many applications of dose-response models and this is the option chosen to illustrate models of type C in the following example.

4.4.1. Example C 1 : Beta-distributed between-host infectivity

It is common to assume that the randomness of infectivity between hosts can be described with a beta distribution [27, 16], i.e. x ∼ Beta( α, β ), where α and β are positive parameters. The corresponding PDF is

ρ ( C 1 ) h ( x ; α, β ) = Γ( α + β ) Γ( α )Γ( β ) x α -1 (1 -x ) β -1 . (31)

The beta distribution has support in the interval x ∈ [0 , 1] and is therefore a mathematically reasonable description of the infectivity which is ultimately a probability."
"2404.00822v2.pdf","4.4. Models of type C : Heterogeneous infectivity between hosts and homogeneous dose

Models of type C represent an expansion of models of type B , introducing a host-dependent mean infectivity to accommodate heterogeneities of type I and II (see Figure 1). The expansion of model A to include heterogeneity of type II represents a specific case wherein all microbes within a host share the same infectivity, denoted as x i,h = x h for every microbe i , yielding µ m = x h . Within a set of H hosts, the mean infectivities, { x h } H h =1 , are regarded as iid random variables drawn from a distribution with probability density function (PDF) ρ h ( x ; ξ C ). The probability of infection for a randomly selected host is expressed as follows:

P C ( ξ C , n ) = ∫ 1 0 P ( A ) ( x, n ) ρ h ( x ; ξ C )d x . (30)

The general results presented in Sec. 4.1 for small infectivity hold for models of type C which are particular cases of the model in Sec. 4.1 with v n = 0."
"2404.00822v2.pdf","Interestingly, the expected probability P ( B ) depends solely on the infectivity parameter µ m ; the variability in x does not influence P ( B ) . In other words, when a set of hosts ingest doses with a mean infectivity of µ m , the mean probability of infection calculated across different hosts is solely determined by µ m . This contrasts with the probability that an individual host becomes infected, which, for a given mean infectivity ¯ x , increases with greater heterogeneity in infectivity (Theorem 2.2).

The relationship between P ( B ) and µ m mirrors the relationship between P ( A ) and x . Consequently, for models of type B , it can be inferred that the expected probability of infection for a dose of n microbes with iid random infectivities can effectively be represented by a set of n microbes with homogeneous infectivity µ m . Following this premise, the infectivity within hosts in models of type C and C ′ will be denoted as x , despite the possibility for such models to account for variability in infectivity within hosts by simply substituting x with µ m ."
"2404.00822v2.pdf","Proof. The first inequality trivially follows from the comparison of Eqs. (12) and (18) and the fact that e -xµ n ≥ (1 -x ) µ n for any µ n > 0. The second inequality follows from Propositions 4.1 and 4.2. Fig. 2 demonstrates the inequalities for particular values of µ n and v n .

4.3. Models of type B: Heterogeneous infectivity within hosts and homogeneous dose

Models of type B extend Model A to account for heterogeneity of type I, by assuming that the infectivity depends on the microbe type but not on the host (see Figure 1). Mathematically, this corresponds to x i,h = x i within any host, h . The infectivities { x i } n i =1 of the n microbes in a dose are described as iid random variables drawn from a distribution with probability density function (PDF) ρ m ( x ; ξ B ). Here, ξ B are the parameters of the distribution. The expected value of the probability of infection under these conditions is [35]:

P ( B ) ( µ m ( ξ B ) , n ) = n ∏ i =1 ∫ 1 0 P ( A ) ( x i , n ) ρ m ( x i ; ξ B )d x i = 1 -(1 -µ m ( ξ B )) n , (29)

where µ m ( ξ B ) = ∫ 1 0 xρ m ( x ; ξ B )d x is the expected value of the infectivity within a host."
